allergic_ID,Adverse-Event,Arm-affected,Arm-at-risk,Category,Trial-Id,URL,Condition,Intervention,Serious-Other,Arm.,Arm_Title,classes_ID,Drug,Class
1124,Drug_Hypersensitivity,1,17,Immune_system_disorders,NCT00084084,https://clinicaltrials.gov/show/NCT00084084,Fabry_Disease,Agalsidase_alfa,other_events,arm0,Safety-Population-RB,,,
1123,Drug_Hypersensitivity,1,11,Immune_system_disorders,NCT00084084,https://clinicaltrials.gov/show/NCT00084084,Fabry_Disease,Agalsidase_alfa,other_events,arm1,Transition-Safety-Population,,,
2476,Allergic_reaction,1,101,Immune_system_disorders,NCT00085631,https://clinicaltrials.gov/show/NCT00085631,Cervical_Cancer,cisplatin|hyperthermia_treatment|brachytherapy|external_beam_radiation_therapy|,other_events,arm0,Overall-Study,,,
2477,Allergic_reaction,1,101,Immune_system_disorders,NCT00085631,https://clinicaltrials.gov/show/NCT00085631,Cervical_Cancer,cisplatin|hyperthermia_treatment|brachytherapy|external_beam_radiation_therapy|,serious_events,arm0,Overall-Study,,,
1867,Dermatitis_allergic,13,164,Skin_and_subcutaneous_tissue_disorders,NCT00086580,https://clinicaltrials.gov/show/NCT00086580,B-Cell_Chronic_Lymphocytic_Leukemia,FluCAM_[Fludara_+_Campath]|fludarabine_phosphate|,other_events,arm0,Combination-Arm-(FluCAM),,,
1868,Dermatitis_allergic,1,164,Skin_and_subcutaneous_tissue_disorders,NCT00086580,https://clinicaltrials.gov/show/NCT00086580,B-Cell_Chronic_Lymphocytic_Leukemia,FluCAM_[Fludara_+_Campath]|fludarabine_phosphate|,serious_events,arm0,Combination-Arm-(FluCAM),,,
1129,Drug_hypersensitivity,1,164,Immune_system_disorders,NCT00086580,https://clinicaltrials.gov/show/NCT00086580,B-Cell_Chronic_Lymphocytic_Leukemia,FluCAM_[Fludara_+_Campath]|fludarabine_phosphate|,other_events,arm0,Combination-Arm-(FluCAM),,,
64,Hypersensitivity,5,164,Immune_system_disorders,NCT00086580,https://clinicaltrials.gov/show/NCT00086580,B-Cell_Chronic_Lymphocytic_Leukemia,FluCAM_[Fludara_+_Campath]|fludarabine_phosphate|,other_events,arm0,Combination-Arm-(FluCAM),,,
1869,Dermatitis_allergic,4,165,Skin_and_subcutaneous_tissue_disorders,NCT00086580,https://clinicaltrials.gov/show/NCT00086580,B-Cell_Chronic_Lymphocytic_Leukemia,FluCAM_[Fludara_+_Campath]|fludarabine_phosphate|,other_events,arm1,Fludarabine-Alone,66,fludarabine,antimetabolite
65,Hypersensitivity,1,165,Immune_system_disorders,NCT00086580,https://clinicaltrials.gov/show/NCT00086580,B-Cell_Chronic_Lymphocytic_Leukemia,FluCAM_[Fludara_+_Campath]|fludarabine_phosphate|,other_events,arm1,Fludarabine-Alone,66,fludarabine,antimetabolite
2479,Allergic_reaction,1,123,Immune_system_disorders,NCT00087139,https://clinicaltrials.gov/show/NCT00087139,Adenocarcinoma_of_the_Prostate|Recurrent_Prostate_Cancer|Stage_IV_Prostate_Cancer|,ixabepilone,serious_events,arm0,Ixabepilone,82,ixabepilone,antimicrotubule-agent
1132,Drug_hypersensitivity,6,77,Immune_system_disorders,NCT00087698,https://clinicaltrials.gov/show/NCT00087698,Pleural_Neoplasms,pemetrexed|cisplatin|,other_events,arm0,Pemetrexed,15,pemetrexed,antimetabolite
2480,Allergic_reaction,1,62,Immune_system_disorders,NCT00088881,https://clinicaltrials.gov/show/NCT00088881,Contiguous_Stage_II_Adult_Diffuse_Large_Cell_Lymphoma|Extranodal_Marginal_Zone_B-cell_Lymphoma_of_Mucosa-associated_Lymphoid_Tissue|Nodal_Marginal_Zone_B-cell_Lymphoma|Noncontiguous_Stage_II_Adult_Diffuse_Large_Cell_Lymphoma|Splenic_Marginal_Zone_Lymphoma,rituximab|prednisone|cyclophosphamide|doxorubicin|vincristine|indium_In_111_ibritumomab_tiuxetan|radiation_therapy|positron_emission_tomography|,serious_events,arm0,Step-1---R-CHOP,,,
2320,Anaphylaxis,2,129,Immune_system_disorders,NCT00088907,https://clinicaltrials.gov/show/NCT00088907,Recurrent_Head_and_Neck_Cancer|Metastatic_Head_and_Neck_Cancer|,docetaxel|placebo|gefitinib|,serious_events,arm0,Step-1:-Docetaxel+Placebo,8,docetaxel,taxane
2321,Anaphylaxis,1,124,Immune_system_disorders,NCT00088907,https://clinicaltrials.gov/show/NCT00088907,Recurrent_Head_and_Neck_Cancer|Metastatic_Head_and_Neck_Cancer|,docetaxel|placebo|gefitinib|,serious_events,arm1,Step-1:-Docetaxel+ZD1839,8,docetaxel,taxane
2481,Allergic_reaction,3,70,Immune_system_disorders,NCT00089297,https://clinicaltrials.gov/show/NCT00089297,Head_and_Neck_Cancer,Cetuximab|Carboplatin|Paclitaxel|Radiation_therapy|,serious_events,arm0,Cetuximab/Paclitaxel/Carboplatin,3,carboplatin,alkalating-agent
2481,Allergic_reaction,3,70,Immune_system_disorders,NCT00089297,https://clinicaltrials.gov/show/NCT00089297,Head_and_Neck_Cancer,Cetuximab|Carboplatin|Paclitaxel|Radiation_therapy|,serious_events,arm0,Cetuximab/Paclitaxel/Carboplatin,5,cetuximab,Epidermal-growth-factor-receptor-inhibitor
2481,Allergic_reaction,3,70,Immune_system_disorders,NCT00089297,https://clinicaltrials.gov/show/NCT00089297,Head_and_Neck_Cancer,Cetuximab|Carboplatin|Paclitaxel|Radiation_therapy|,serious_events,arm0,Cetuximab/Paclitaxel/Carboplatin,2,paclitaxel,taxane
1133,DRUG_HYPERSENSITIVITY,1,1283,Immune_system_disorders,NCT00089479,https://clinicaltrials.gov/show/NCT00089479,Breast_Cancer,capecitabine_[Xeloda]|Taxotere|Taxotere|,serious_events,arm1,AC-Then-XT,,,
2482,Allergic_reaction,1,15,Immune_system_disorders,NCT00089544,https://clinicaltrials.gov/show/NCT00089544,Recurrent_Adult_Soft_Tissue_Sarcoma|Stage_I_Adult_Soft_Tissue_Sarcoma|Stage_II_Adult_Soft_Tissue_Sarcoma|Stage_III_Adult_Soft_Tissue_Sarcoma|,doxorubicin_hydrochloride|ifosfamide|dacarbazine|filgrastim|radiation_therapy|thalidomide|therapeutic_conventional_surgery|laboratory_biomarker_analysis|,other_events,arm0,Cohort-A-(Chemotherapy-Radiation-Thalidomide-Surgery),,,
70,Hypersensitivity,1,203,Immune_system_disorders,NCT00089635,https://clinicaltrials.gov/show/NCT00089635,Colorectal_Cancer|Metastases|,ABX-EGF_(panitumumab),serious_events,arm0,Panitumumab,30,panitumumab,monoclonal-antibody-and-signal-transduction-inhibitor
1134,Drug_hypersensitivity,1,731,Immune_system_disorders,NCT00089674,https://clinicaltrials.gov/show/NCT00089674,Prostate_Cancer,AMG_162|Placebo|,serious_events,arm1,Denosumab-60-mg-Q6M,,,
1870,Dermatitis_allergic,1,3886,Skin_and_subcutaneous_tissue_disorders,NCT00089791,https://clinicaltrials.gov/show/NCT00089791,Osteoporosis,placebo|Denosumab|,serious_events,arm1,Denosumab-60-mg-Q6M,,,
1137,Drug_hypersensitivity,1,3886,Immune_system_disorders,NCT00089791,https://clinicaltrials.gov/show/NCT00089791,Osteoporosis,placebo|Denosumab|,serious_events,arm1,Denosumab-60-mg-Q6M,,,
71,Hypersensitivity,1,272,Immune_system_disorders,NCT00090051,https://clinicaltrials.gov/show/NCT00090051,Chronic_Lymphocytic_Leukemia,Rituximab|Fludarabine_Phosphate|Cyclophosphamide|,serious_events,arm0,Fludarabine+Cyclophosphamide-(FC),13,cyclophosphamide,alkylating-agent
71,Hypersensitivity,1,272,Immune_system_disorders,NCT00090051,https://clinicaltrials.gov/show/NCT00090051,Chronic_Lymphocytic_Leukemia,Rituximab|Fludarabine_Phosphate|Cyclophosphamide|,serious_events,arm0,Fludarabine+Cyclophosphamide-(FC),66,fludarabine,antimetabolite
1138,Drug_Hypersensitivity,1,274,Immune_system_disorders,NCT00090051,https://clinicaltrials.gov/show/NCT00090051,Chronic_Lymphocytic_Leukemia,Rituximab|Fludarabine_Phosphate|Cyclophosphamide|,serious_events,arm1,Fludarabine+Cyclophosphamide+Rituximab-(FCR),13,cyclophosphamide,alkylating-agent
1138,Drug_Hypersensitivity,1,274,Immune_system_disorders,NCT00090051,https://clinicaltrials.gov/show/NCT00090051,Chronic_Lymphocytic_Leukemia,Rituximab|Fludarabine_Phosphate|Cyclophosphamide|,serious_events,arm1,Fludarabine+Cyclophosphamide+Rituximab-(FCR),66,fludarabine,antimetabolite
1138,Drug_Hypersensitivity,1,274,Immune_system_disorders,NCT00090051,https://clinicaltrials.gov/show/NCT00090051,Chronic_Lymphocytic_Leukemia,Rituximab|Fludarabine_Phosphate|Cyclophosphamide|,serious_events,arm1,Fludarabine+Cyclophosphamide+Rituximab-(FCR),16,rituximab,monoclonal-antibody
72,Hypersensitivity,1,2020,Immune_system_disorders,NCT00090285,https://clinicaltrials.gov/show/NCT00090285,Condylomata_Acuminata,(Gardasil???)_human_papillomavirus_(types_6_11_16_18)_recombinant_vaccine|Comparator:_placebo_(unspecified)|,serious_events,arm0,qHPV-Vaccine:-Base-Study,,,
2484,allergic_reaction,1,75,Immune_system_disorders,NCT00090610,https://clinicaltrials.gov/show/NCT00090610,Ovarian_Cancer,Docetaxel|Carboplatin|,serious_events,arm0,Arm-1,,,
2483,allergic_reaction,1,74,Immune_system_disorders,NCT00090610,https://clinicaltrials.gov/show/NCT00090610,Ovarian_Cancer,Docetaxel|Carboplatin|,serious_events,arm1,Arm2,,,
76,HYPERSENSITIVITY,2,421,Immune_system_disorders,NCT00091572,https://clinicaltrials.gov/show/NCT00091572,Melanoma,Temozolomide|Dacarbazine|,serious_events,arm1,Dacarbazine,,,
1873,Dermatitis_allergic,5,2673,Skin_and_subcutaneous_tissue_disorders,NCT00092521,https://clinicaltrials.gov/show/NCT00092521,Cervical_Cancer|Genital_Warts|,V501|Comparator:_Placebo|Human_Papillomavirus_(HPV)_16_Monovalent|,other_events,arm0,Group-1---Base-Study-Quadrivalent-Human-Papillomavirus-Vaccine,,,
1875,Dermatitis_allergic,3,299,Skin_and_subcutaneous_tissue_disorders,NCT00092521,https://clinicaltrials.gov/show/NCT00092521,Cervical_Cancer|Genital_Warts|,V501|Comparator:_Placebo|Human_Papillomavirus_(HPV)_16_Monovalent|,other_events,arm1,Group-2---Base-Study-Monovalent-HPV-(Type-16)-Vaccine,,,
1874,Dermatitis_allergic,10,2672,Skin_and_subcutaneous_tissue_disorders,NCT00092521,https://clinicaltrials.gov/show/NCT00092521,Cervical_Cancer|Genital_Warts|,V501|Comparator:_Placebo|Human_Papillomavirus_(HPV)_16_Monovalent|,other_events,arm2,Group-3---Base-Study-Placebo,,,
1142,Drug_hypersensitivity,4,32,Immune_system_disorders,NCT00093145,https://clinicaltrials.gov/show/NCT00093145,Breast_Cancer,Albumin-bound_paclitaxel|Carboplatin|Herceptin??|,other_events,arm0,Albumin-bound-Paclitaxel-Carboplatin-+-Herceptin,3,carboplatin,alkalating-agent
1142,Drug_hypersensitivity,4,32,Immune_system_disorders,NCT00093145,https://clinicaltrials.gov/show/NCT00093145,Breast_Cancer,Albumin-bound_paclitaxel|Carboplatin|Herceptin??|,other_events,arm0,Albumin-bound-Paclitaxel-Carboplatin-+-Herceptin,2,paclitaxel,taxane
83,Hypersensitivity,2,27,Immune_system_disorders,NCT00093756,https://clinicaltrials.gov/show/NCT00093756,Recurrent_Non-small_Cell_Lung_Cancer|Stage_IIIA_Non-small_Cell_Lung_Cancer|Stage_IIIB_Non-small_Cell_Lung_Cancer|,3-dimensional_conformal_radiation_therapy|bortezomib|paclitaxel|carboplatin|,other_events,arm1,PhaseII,,,
1144,Drug_hypersensitivity,1,32,Immune_system_disorders,NCT00094107,https://clinicaltrials.gov/show/NCT00094107,Melanoma|Skin_Neoplasms|,Axitinib_[AG-013736],other_events,arm0,Axitinib,10,axitinib,kinase-inhibitor
84,Hypersensitivity,1,6,Immune_system_disorders,NCT00094835,https://clinicaltrials.gov/show/NCT00094835,Lung_Cancer|Non-Small_Cell_Lung_Cancer|,Panitumumab|Motesanib_diphosphate|Paclitaxel|Carboplatin|,other_events,arm2,Paclitaxel/Carboplatin-+-Motesanib-75-mg-BID,3,carboplatin,alkalating-agent
84,Hypersensitivity,1,6,Immune_system_disorders,NCT00094835,https://clinicaltrials.gov/show/NCT00094835,Lung_Cancer|Non-Small_Cell_Lung_Cancer|,Panitumumab|Motesanib_diphosphate|Paclitaxel|Carboplatin|,other_events,arm2,Paclitaxel/Carboplatin-+-Motesanib-75-mg-BID,87,motesanib,angiokinase-inhibitor
84,Hypersensitivity,1,6,Immune_system_disorders,NCT00094835,https://clinicaltrials.gov/show/NCT00094835,Lung_Cancer|Non-Small_Cell_Lung_Cancer|,Panitumumab|Motesanib_diphosphate|Paclitaxel|Carboplatin|,other_events,arm2,Paclitaxel/Carboplatin-+-Motesanib-75-mg-BID,2,paclitaxel,taxane
85,Hypersensitivity,1,6,Immune_system_disorders,NCT00094835,https://clinicaltrials.gov/show/NCT00094835,Lung_Cancer|Non-Small_Cell_Lung_Cancer|,Panitumumab|Motesanib_diphosphate|Paclitaxel|Carboplatin|,other_events,arm6,Panitumumab-+-Paclitaxel/Carboplatin-+-Motesanib-125-mg-QD,3,carboplatin,alkalating-agent
85,Hypersensitivity,1,6,Immune_system_disorders,NCT00094835,https://clinicaltrials.gov/show/NCT00094835,Lung_Cancer|Non-Small_Cell_Lung_Cancer|,Panitumumab|Motesanib_diphosphate|Paclitaxel|Carboplatin|,other_events,arm6,Panitumumab-+-Paclitaxel/Carboplatin-+-Motesanib-125-mg-QD,87,motesanib,angiokinase-inhibitor
85,Hypersensitivity,1,6,Immune_system_disorders,NCT00094835,https://clinicaltrials.gov/show/NCT00094835,Lung_Cancer|Non-Small_Cell_Lung_Cancer|,Panitumumab|Motesanib_diphosphate|Paclitaxel|Carboplatin|,other_events,arm6,Panitumumab-+-Paclitaxel/Carboplatin-+-Motesanib-125-mg-QD,30,panitumumab,monoclonal-antibody-and-signal-transduction-inhibitor
85,Hypersensitivity,1,6,Immune_system_disorders,NCT00094835,https://clinicaltrials.gov/show/NCT00094835,Lung_Cancer|Non-Small_Cell_Lung_Cancer|,Panitumumab|Motesanib_diphosphate|Paclitaxel|Carboplatin|,other_events,arm6,Panitumumab-+-Paclitaxel/Carboplatin-+-Motesanib-125-mg-QD,2,paclitaxel,taxane
88,Hypersensitivity,3,292,Immune_system_disorders,NCT00095199,https://clinicaltrials.gov/show/NCT00095199,Non_Small_Cell_Lung_Cancer,Pemetrexed|Cetuximab|Docetaxel|,serious_events,arm0,Cetuximab-&-Pemetrexed,15,pemetrexed,antimetabolite
88,Hypersensitivity,3,292,Immune_system_disorders,NCT00095199,https://clinicaltrials.gov/show/NCT00095199,Non_Small_Cell_Lung_Cancer,Pemetrexed|Cetuximab|Docetaxel|,serious_events,arm0,Cetuximab-&-Pemetrexed,5,cetuximab,Epidermal-growth-factor-receptor-inhibitor
87,Hypersensitivity,2,159,Immune_system_disorders,NCT00095199,https://clinicaltrials.gov/show/NCT00095199,Non_Small_Cell_Lung_Cancer,Pemetrexed|Cetuximab|Docetaxel|,serious_events,arm2,Cetuximab-and-Docetaxel,5,cetuximab,Epidermal-growth-factor-receptor-inhibitor
87,Hypersensitivity,2,159,Immune_system_disorders,NCT00095199,https://clinicaltrials.gov/show/NCT00095199,Non_Small_Cell_Lung_Cancer,Pemetrexed|Cetuximab|Docetaxel|,serious_events,arm2,Cetuximab-and-Docetaxel,8,docetaxel,taxane
86,Hypersensitivity,1,149,Immune_system_disorders,NCT00095199,https://clinicaltrials.gov/show/NCT00095199,Non_Small_Cell_Lung_Cancer,Pemetrexed|Cetuximab|Docetaxel|,serious_events,arm3,Docetaxel,8,docetaxel,taxane
1146,Drug_hypersensitivity,1,1495,Immune_system_disorders,NCT00095576,https://clinicaltrials.gov/show/NCT00095576,AIDS|HIV_Infections|,Trivalent_MRKAd5_HIV-1_gag/pol/nef_(1.5x10^10_ad-vg/dose)|Comparator:_placebo|,serious_events,arm1,Placebo,,,
2487,Allergic_reaction,1,124,Immune_system_disorders,NCT00096135,https://clinicaltrials.gov/show/NCT00096135,Leukemia,filgrastim|cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|etoposide|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|therapeutic_hydrocortisone|vincristine_sulfate|radiation_therapy|,other_events,arm0,CNS-Patients---Treatment-(Combination-Chemotherapy),,,
2324,Anaphylaxis,11,124,Immune_system_disorders,NCT00096135,https://clinicaltrials.gov/show/NCT00096135,Leukemia,filgrastim|cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|etoposide|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|therapeutic_hydrocortisone|vincristine_sulfate|radiation_therapy|,other_events,arm0,CNS-Patients---Treatment-(Combination-Chemotherapy),,,
2486,Allergic_reaction,1,42,Immune_system_disorders,NCT00096135,https://clinicaltrials.gov/show/NCT00096135,Leukemia,filgrastim|cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|etoposide|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|therapeutic_hydrocortisone|vincristine_sulfate|radiation_therapy|,other_events,arm1,Testicular-Relapse-Patients-(Combination-Chemotherapy),,,
2323,Anaphylaxis,7,42,Immune_system_disorders,NCT00096135,https://clinicaltrials.gov/show/NCT00096135,Leukemia,filgrastim|cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|etoposide|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|therapeutic_hydrocortisone|vincristine_sulfate|radiation_therapy|,other_events,arm1,Testicular-Relapse-Patients-(Combination-Chemotherapy),,,
2322,Anaphylaxis,3,29,Immune_system_disorders,NCT00096200,https://clinicaltrials.gov/show/NCT00096200,Recurrent_Fallopian_Tube_Carcinoma|Recurrent_Ovarian_Carcinoma|Recurrent_Primary_Peritoneal_Carcinoma|,Carboplatin|Paclitaxel|Sorafenib_Tosylate|,other_events,arm1,Arm-B,,,
89,Hypersensitivity,7,57,Immune_system_disorders,NCT00096226,https://clinicaltrials.gov/show/NCT00096226,Lung_Cancer,Induction_Carboplatin|Induction_Paclitaxel|Resection|Consolidation_Carboplatin|Radiation_Therapy|Consolidation_Paclitaxel|,other_events,arm0,Chemoradiation-Surgery-Chemotherapy,,,
90,Hypersensitivity,1,57,Immune_system_disorders,NCT00096226,https://clinicaltrials.gov/show/NCT00096226,Lung_Cancer,Induction_Carboplatin|Induction_Paclitaxel|Resection|Consolidation_Carboplatin|Radiation_Therapy|Consolidation_Paclitaxel|,serious_events,arm0,Chemoradiation-Surgery-Chemotherapy,,,
2488,allergic_reaction,1,100,General_disorders,NCT00096356,https://clinicaltrials.gov/show/NCT00096356,Breast_Cancer|Fatigue|,CoQ10_&_Vitamin_E|Placebo_&_Vitamin_E|,serious_events,arm0,Arm-1---CoQ10-&-Vitamin-E,,,
94,HYPERSENSITIVITY,1,65,Immune_system_disorders,NCT00096993,https://clinicaltrials.gov/show/NCT00096993,Ovarian_Cancer|Peritoneal_Cancer|Fallopian_Tube_Cancer|,Placebo|Gemcitabine|Pertuzumab|,other_events,arm0,Placebo-+-Gemcitabine,6,gemcitabine,antimetabolites
92,HYPERSENSITIVITY,4,65,Immune_system_disorders,NCT00096993,https://clinicaltrials.gov/show/NCT00096993,Ovarian_Cancer|Peritoneal_Cancer|Fallopian_Tube_Cancer|,Placebo|Gemcitabine|Pertuzumab|,other_events,arm1,Pertuzumab-+-Gemcitabine,6,gemcitabine,antimetabolites
93,HYPERSENSITIVITY,1,65,Immune_system_disorders,NCT00096993,https://clinicaltrials.gov/show/NCT00096993,Ovarian_Cancer|Peritoneal_Cancer|Fallopian_Tube_Cancer|,Placebo|Gemcitabine|Pertuzumab|,serious_events,arm1,Pertuzumab-+-Gemcitabine,6,gemcitabine,antimetabolites
92,HYPERSENSITIVITY,4,65,Immune_system_disorders,NCT00096993,https://clinicaltrials.gov/show/NCT00096993,Ovarian_Cancer|Peritoneal_Cancer|Fallopian_Tube_Cancer|,Placebo|Gemcitabine|Pertuzumab|,other_events,arm1,Pertuzumab-+-Gemcitabine,40,pertuzumab,monoclonal-antibody
93,HYPERSENSITIVITY,1,65,Immune_system_disorders,NCT00096993,https://clinicaltrials.gov/show/NCT00096993,Ovarian_Cancer|Peritoneal_Cancer|Fallopian_Tube_Cancer|,Placebo|Gemcitabine|Pertuzumab|,serious_events,arm1,Pertuzumab-+-Gemcitabine,40,pertuzumab,monoclonal-antibody
101,Hypersensitivity,9,102,Immune_system_disorders,NCT00098670,https://clinicaltrials.gov/show/NCT00098670,B-cell_Chronic_Lymphocytic_Leukemia|Stage_I_Chronic_Lymphocytic_Leukemia|Stage_II_Chronic_Lymphocytic_Leukemia|Stage_III_Chronic_Lymphocytic_Leukemia|Stage_IV_Chronic_Lymphocytic_Leukemia|,alemtuzumab|rituximab|fludarabine_phosphate|,other_events,arm0,FR-Induction,,,
102,Hypersensitivity,2,102,Immune_system_disorders,NCT00098670,https://clinicaltrials.gov/show/NCT00098670,B-cell_Chronic_Lymphocytic_Leukemia|Stage_I_Chronic_Lymphocytic_Leukemia|Stage_II_Chronic_Lymphocytic_Leukemia|Stage_III_Chronic_Lymphocytic_Leukemia|Stage_IV_Chronic_Lymphocytic_Leukemia|,alemtuzumab|rituximab|fludarabine_phosphate|,serious_events,arm0,FR-Induction,,,
100,Hypersensitivity,4,58,Immune_system_disorders,NCT00098670,https://clinicaltrials.gov/show/NCT00098670,B-cell_Chronic_Lymphocytic_Leukemia|Stage_I_Chronic_Lymphocytic_Leukemia|Stage_II_Chronic_Lymphocytic_Leukemia|Stage_III_Chronic_Lymphocytic_Leukemia|Stage_IV_Chronic_Lymphocytic_Leukemia|,alemtuzumab|rituximab|fludarabine_phosphate|,other_events,arm1,Alemtuzumab-Consolidation,76,alemtuzumab,monoclonal-antibody
103,Hypersensitivity,2,44,Immune_system_disorders,NCT00098774,https://clinicaltrials.gov/show/NCT00098774,Lymphoma,filgrastim|rituximab|cytarabine|etoposide|leucovorin_calcium|methotrexate|temozolomide|,other_events,arm0,Intensive-Combination-Chemo-&-Immunotherapy,,,
2491,Allergic_reaction,7,70,Immune_system_disorders,NCT00098787,https://clinicaltrials.gov/show/NCT00098787,Colorectal_Cancer,bevacizumab|fluorouracil|irinotecan_hydrochloride|leucovorin_calcium|Oxaliplatin|,other_events,arm0,High-TS:-IROX/Bev,,,
2330,Anaphylaxis,2,70,Immune_system_disorders,NCT00098787,https://clinicaltrials.gov/show/NCT00098787,Colorectal_Cancer,bevacizumab|fluorouracil|irinotecan_hydrochloride|leucovorin_calcium|Oxaliplatin|,serious_events,arm0,High-TS:-IROX/Bev,,,
2490,Allergic_reaction,3,73,Immune_system_disorders,NCT00098787,https://clinicaltrials.gov/show/NCT00098787,Colorectal_Cancer,bevacizumab|fluorouracil|irinotecan_hydrochloride|leucovorin_calcium|Oxaliplatin|,other_events,arm1,High-TS:-FOLFOX/Bev,,,
2328,Anaphylaxis,2,73,Immune_system_disorders,NCT00098787,https://clinicaltrials.gov/show/NCT00098787,Colorectal_Cancer,bevacizumab|fluorouracil|irinotecan_hydrochloride|leucovorin_calcium|Oxaliplatin|,serious_events,arm1,High-TS:-FOLFOX/Bev,,,
2329,Anaphylaxis,1,62,Immune_system_disorders,NCT00098787,https://clinicaltrials.gov/show/NCT00098787,Colorectal_Cancer,bevacizumab|fluorouracil|irinotecan_hydrochloride|leucovorin_calcium|Oxaliplatin|,serious_events,arm2,Low-or-Indeterminate-TS:-FOLFOX/Bev,,,
2325,Anaphylaxis,1,54,Immune_system_disorders,NCT00098839,https://clinicaltrials.gov/show/NCT00098839,Recurrent_Childhood_Acute_Lymphoblastic_Leukemia,L-asparaginase|doxorubicin_hydrochloride|therapeutic_hydrocortisone|vincristine_sulfate|epratuzumab|cytarabine|prednisone|pegaspargase|dexrazoxane_hydrochloride|methotrexate|etoposide|cyclophosphamide|leucovorin_calcium|filgrastim|,serious_events,arm0,Reinduction-Chemoimmunotherapy-With-Epratuzumab-Once-Weekly,58,epratuzumab,monoclonal-antibody
2326,Anaphylaxis,2,54,Immune_system_disorders,NCT00098839,https://clinicaltrials.gov/show/NCT00098839,Recurrent_Childhood_Acute_Lymphoblastic_Leukemia,L-asparaginase|doxorubicin_hydrochloride|therapeutic_hydrocortisone|vincristine_sulfate|epratuzumab|cytarabine|prednisone|pegaspargase|dexrazoxane_hydrochloride|methotrexate|etoposide|cyclophosphamide|leucovorin_calcium|filgrastim|,other_events,arm0,Reinduction-Chemoimmunotherapy-With-Epratuzumab-Once-Weekly,58,epratuzumab,monoclonal-antibody
2327,Anaphylaxis,1,60,Immune_system_disorders,NCT00098839,https://clinicaltrials.gov/show/NCT00098839,Recurrent_Childhood_Acute_Lymphoblastic_Leukemia,L-asparaginase|doxorubicin_hydrochloride|therapeutic_hydrocortisone|vincristine_sulfate|epratuzumab|cytarabine|prednisone|pegaspargase|dexrazoxane_hydrochloride|methotrexate|etoposide|cyclophosphamide|leucovorin_calcium|filgrastim|,serious_events,arm1,Reinduction-Chemoimmunotherapy-With-Epratuzumab-Twice-Weekly,58,epratuzumab,monoclonal-antibody
2489,Allergic_reaction,1,15,Immune_system_disorders,NCT00098865,https://clinicaltrials.gov/show/NCT00098865,Central_Nervous_System_Tumor_Pediatric|Neuroblastoma|,temozolomide|thalidomide|,serious_events,arm0,Thalidomide-and-Temzolomide,,,
106,Hypersensitivity,1,94,Immune_system_disorders,NCT00101582,https://clinicaltrials.gov/show/NCT00101582,Mucositis|Solid_Tumors|Stomatitis|Head_and_Neck_Cancer|Squamous_Cell_Carcinoma|,Placebo|palifermin|cisplatin_chemotherapy|Radiotherapy|,serious_events,arm1,Palifermin,,,
107,HYPERSENSITIVITY,1,99,Immune_system_disorders,NCT00101660,https://clinicaltrials.gov/show/NCT00101660,Chronic_Myeloid_Leukemia|Philadelphia-Positive_Myeloid_Leukemia|,Dasatinib,serious_events,arm0,Intolerant,,,
108,HYPERSENSITIVITY,2,288,Immune_system_disorders,NCT00101660,https://clinicaltrials.gov/show/NCT00101660,Chronic_Myeloid_Leukemia|Philadelphia-Positive_Myeloid_Leukemia|,Dasatinib,serious_events,arm1,Resistant,,,
1159,Drug_hypersensitivity,1,137,Immune_system_disorders,NCT00101686,https://clinicaltrials.gov/show/NCT00101686,Colorectal_Neoplasms,Modified_Bolus_5-FU/LV_with_Irinotecan|FOLFIRI_+_bevacizumab|miFL_+_bevacizumab|Infusional_5-FU/LV_with_Irinotecan|Oral_Capecitabine_with_Irinotecan|,serious_events,arm0,FOLFIRI,45,folfiri,combination-drug-with-Irinotecan--Flourouracil--and-Leucovorin
109,Hypersensitivity,1,137,Immune_system_disorders,NCT00101686,https://clinicaltrials.gov/show/NCT00101686,Colorectal_Neoplasms,Modified_Bolus_5-FU/LV_with_Irinotecan|FOLFIRI_+_bevacizumab|miFL_+_bevacizumab|Infusional_5-FU/LV_with_Irinotecan|Oral_Capecitabine_with_Irinotecan|,serious_events,arm0,FOLFIRI,45,folfiri,combination-drug-with-Irinotecan--Flourouracil--and-Leucovorin
110,Hypersensitivity,6,438,Immune_system_disorders,NCT00102804,https://clinicaltrials.gov/show/NCT00102804,Non-Small_Cell_Lung_Cancer,Pemetrexed|Placebo|Best_Supportive_Care|,other_events,arm0,Pemetrexed-and-BSC,15,pemetrexed,antimetabolite
111,Hypersensitivity,1,218,Immune_system_disorders,NCT00102804,https://clinicaltrials.gov/show/NCT00102804,Non-Small_Cell_Lung_Cancer,Pemetrexed|Placebo|Best_Supportive_Care|,other_events,arm1,Placebo-and-BSC,,,
