Diagnostic or Lab Results,All patients must be diagnosed as having hypertension: For this project  hypertension will be defined according to the widely accepted criteria of the 6th Joint National Committee (JNC VI) Guidelines on Prevention  Detection  Evaluation and Treatment of H
Diagnostic or Lab Results,Allowed: PCP prophylaxis (required for patients with CD4 count < 200 cells/mm3).
Diagnostic or Lab Results,ALT greater than 3xULN.
Diagnostic or Lab Results,ALT or AST > 5x Upper Limit of Normal (ULN)
Diagnostic or Lab Results,ALT/AST < 5 times x UNL  bilirubin < 1.5times x UNL  creatinine < 1.25 times x UNL  normal calcium level
Diagnostic or Lab Results,Ambulatory performance score of = or > 70 Karnofsky.
Diagnostic or Lab Results,An unintentional weight loss resulting in a weight 10% less than the lower limit of Ideal Body Weight for frame size  or a recent history of unintentional weight loss of 10% from the subjects baseline
Diagnostic or Lab Results,Anatomic criteria :length of aortic proximal neck >10 mm  diameter of aortic proximal neck < 32 mm  Absence of aortic neck angulation > 90>=  and patent iliac without important stenosis or tortuosity.
Diagnostic or Lab Results,ANC > 1 500/ul
Diagnostic or Lab Results,ANC > 500/mm^3
Diagnostic or Lab Results,ANC ?? 1500/ul  platelet count ?? 100 000/ul
Diagnostic or Lab Results,And modifications of ST-T (no persistent ST elevation) on 12-lead EKG 
Diagnostic or Lab Results,And presence of >= 1 de novo stenosis(es) >50% located on >= 1 native coronary artery(ies) and successfully treated using percutaneous coronary intervention and stenting.
Diagnostic or Lab Results,And presence of >= 1 de novo stenosis(es) >50% located on >= 1 native coronary artery(ies) and successfully treated using percutaneous coronary intervention and stenting.
Diagnostic or Lab Results,and systolic blood pressure consistently < 90 mmHg
Diagnostic or Lab Results,Anemia (hemoglobin < 8.5 g/dl)
Diagnostic or Lab Results,Anemia defined as a hematocrit of < 30 and hemoglobin < 10g/dL.
Diagnostic or Lab Results,Angiographic exclusion criteria (as determined >= 30 days prior to procedure): The target carotid artery is completely occluded.
Diagnostic or Lab Results,Angiographic exclusion criteria: Unprotected left main coronary artery disease with >=  50% stenosis
Diagnostic or Lab Results,Angiographic inclusion criteria (as determined >= 30 days prior to procedure): Target lesion stenosis (% stenosis = (1-N/D) X 100)1  documented by selective angiography pre-intervention  is 1.1
Diagnostic or Lab Results,Any one of the following criteria: Diabetes  CRP >= 2 mg/L  or metabolic syndrome
Diagnostic or Lab Results,Any patient who has a platelet count < 100 000 cells/mm3 or > 700 000 cells/mm3 or a WBC of < 3 000 cells/mm3
Diagnostic or Lab Results,Are (1)NYHA Class IV or (2)NYHA Class III with highest calculated CrCl  60mL/min within the previous 30 days
Diagnostic or Lab Results,Are of 40 kg (88 pounds) of weight or more.
Diagnostic or Lab Results,AST (SGOT)  ALT (SGPT) and alkaline phosphatase >= 2.5 times ULN (if liver metastases are present  then >= 5 >=  ULN is allowed).
Diagnostic or Lab Results,AST and ALT levels which are less than or equal to 10 times the upper limit of normal.
Diagnostic or Lab Results,AST or ALT < 2 times ULN (unless related to primary disease)
Diagnostic or Lab Results,AST or ALT < 5 times upper limit of normal
Diagnostic or Lab Results,Asymptomatic patients with a stenosis greater than 80% by ultrasound or angiography performed in previous 30 days
Diagnostic or Lab Results,At least 1 measurable target lesion in accordance with RECIST criteria to assess clinical response (tumors within a previously irradiated field are designated as non-target).
Diagnostic or Lab Results,At least moderately concerned about gaining weight after quitting smoking
Diagnostic or Lab Results,At least one bidimensionally measurable lesion with clearly defined margins documented by: medical photograph for skin and oral lesions  plain X-ray with at least one diameter 0.5 cm or greater  CT  MRI  or palpation with both diameters 2 cm or greater
Diagnostic or Lab Results,At the time of inclusion (>=  1 day post PCI) patient does no longer require i.v
Diagnostic or Lab Results,Average of CD4+ cell count at 60 and at 21 days prior to study beginning = or < 400 cells/mm3.
Diagnostic or Lab Results,Axillary temperature >= 37.5oC but less than 40 oC or history of fever in preceding 24 hr.
Diagnostic or Lab Results,Baseline NIHSS score at least 2 points  not more than 21 points
Diagnostic or Lab Results,Baseline serum osmolarity of greater than 310 mOsm/L
Diagnostic or Lab Results,Be admitted to the hospital within 36 hours of the mandatory dose of IV furosemide 40 mg at between 2000 and 2200 hour on Day -1
Diagnostic or Lab Results,Be immunosuppressed defined as having CD4+(T4) lymphocytes = or < 400 cells/mm3  based on two measurements at least 1 week apart.
Diagnostic or Lab Results,Best Corrected Visual acuity >20 /25
Diagnostic or Lab Results,bifurcation lesions (side branch > 2 0 mm)
Diagnostic or Lab Results,Bilirubin < 2 mg/dL
Diagnostic or Lab Results,Bilirubin >= 1.5 times the upper limit of normal (ULN)
Diagnostic or Lab Results,Bilirubin less than or equal to 1.5 mg/dL
Diagnostic or Lab Results,Bladder capacity > 200cc (by any method)
Diagnostic or Lab Results,blood pressure greater than 130 millimeters of mercury (mmHg) systolic or 85 mmHg diastolic 
Diagnostic or Lab Results,BNP levels equal to or greater than 300 pg/ml.
Diagnostic or Lab Results,Body weight >= 25 kg.
Diagnostic or Lab Results,Bone marrow involvement (< 25% neuroblasts) by morphologic exam within the past 2 weeks
Diagnostic or Lab Results,BPI 12 <= 4 (pain scale)
Diagnostic or Lab Results,Calculated creatinine clearance of less than 30 ml/min or serum creatinine > 3 mg/dL
Diagnostic or Lab Results,Calculated LDL-C concentration of at least 2.6 and 4.1mmol/l or less using the Friedewald equation  and triglyceride of less than 3.99 mmol/l
Diagnostic or Lab Results,Calgary Depression scale score >10 or Simpson-Angus Rating Scale score > 20
Diagnostic or Lab Results,CD4 cell count >100 cells/mL at screening
Diagnostic or Lab Results,CD4 count 300-600 cells/mm3.
Diagnostic or Lab Results,central venous pressure consistently < 6 mmHg
Diagnostic or Lab Results,Chronic oral daily requirement of 80-240 mg of furosemide for at least 7 days before the study start
Diagnostic or Lab Results,CKD stage 3 (GFR 30 - 59 ml/min) for CKD group
Diagnostic or Lab Results,Clinical laboratory values must meet the following: Granulocytes greater than or equal to 1 500/mm(3)
Diagnostic or Lab Results,Clinically significant anemia (HCT < 33%)
Diagnostic or Lab Results,clinically significant diameter of stenosis (50-99 % according to visual assessment of operator)
Diagnostic or Lab Results,combination of points 1 - 4
Diagnostic or Lab Results,Common carotid artery diameter where the Mo.Ma device will be positioned is 5-13 mm.
Diagnostic or Lab Results,Complete blood count and differential defined as: Hematocrit >= 30% for women  >= 38% for men
Diagnostic or Lab Results,Corrected QT interval < 0.47 seconds
Diagnostic or Lab Results,Creatinine > 1.5 x ULN
Diagnostic or Lab Results,Creatinine >= 1.5 times ULN
Diagnostic or Lab Results,Creatinine >= 2.0 mg/dL OR creatinine clearance >=  40 mL/min
Diagnostic or Lab Results,Creatinine clearance less than 50 ml/min
Diagnostic or Lab Results,Creatinine clearance or radioisotope GFR >=  60 mL/min
Diagnostic or Lab Results,Creatinine less than or equal to 1.6 mg/dL
Diagnostic or Lab Results,Creatinine within normal institutional limits or creatinine clearance (CrCl) greater than or equal to 60 mL/min/1.73 m2 for patients with creatinine levels above institutional normal
Diagnostic or Lab Results,currently taking atorvastatin 10 mg daily and history has taken 80 % of daily doses for the preceding 6 weeks prior to Visit 3
Diagnostic or Lab Results,D in one eye (non-stud eye) and the presence of the following characteristics in the second eye (study eye  eye to be treated): At least 5 or more intermediate (> 63 ??m) or larger soft drusen AND/OR Confluent drusen within 3000 ??m of the fovea center
Diagnostic or Lab Results,Decreased helper/suppressor ratio < 1.0.
Diagnostic or Lab Results,Diagnosis of high-risk neuroblastoma  meeting one of the following criteria: Refractory disease  defined as no response  mixed response  or progressive disease after completion of induction therapy administered according to clinical trials COG-A3973 or CO
Diagnostic or Lab Results,Differential within institutional normal limits or approval of site physician
Diagnostic or Lab Results,Dilatation of the pupil < 5 mm
Diagnostic or Lab Results,Dilatation of the pupil < 5 mm
Diagnostic or Lab Results,Dilatation of the pupil < 5 mm.
Diagnostic or Lab Results,Discharge to a skilled nursing facility or long-term care facility (EXCEPTION: Subjects may be d/c'd to the 6A SNF unit at MetroHealth Medical Center)
Diagnostic or Lab Results,Documentation of left ventricular ejection fraction (LVEF) less than or equal to 40% measured by nuclear scan  echocardiogram (ECHO)  or ventriculogram  within 90 days prior to surgery.
Diagnostic or Lab Results,Donation of plasma (500 mL) within 7 days or donation or significant loss of whole blood (450 mL) within 56 days prior to the administration of the study medication
Diagnostic or Lab Results,Donation of plasma (500 mL) within 7 days prior to drug administration
Diagnostic or Lab Results,Donation of plasma (500 Ml) within 7 days to drug administration
Diagnostic or Lab Results,Donation of plasma (500 Ml) within 7 days to drug administration
Diagnostic or Lab Results,Donation or loss of hole blood (excluding the volume of blood drawn during the screening procedures of this study) prior to administration of the study medication as follows.
Diagnostic or Lab Results,Donation or loss of whole blood (excluding the volume of blood drawn during the screening procedures of this study) prior to administration of the study medication as follows.
Diagnostic or Lab Results,Donation or loss of whole blood (excluding the volume of blood that will be drawn during the screening procedures of this study)prior to the administration of the study medication (50 mL to 300 mL of whole blood within 30 days  301 mL to 500 mL of whole b
Diagnostic or Lab Results,Doppler index < 0 8
Diagnostic or Lab Results,Duration of insomnia complaint >1 month
Diagnostic or Lab Results,ECG abnormalities (clinically significant) or vital sign abnormalities (systolic blood pressure lower than 100 or over 140 mmHg  diastolic blood pressure lower than 60 or over 90 mmHg  or heart rate less than 60 or over 100 bpm) at screening.
Diagnostic or Lab Results,ECG abnormalities (clinically significant) or vital sign abnormalities (systolic blood pressure lower than 100 or over 140 mmHg  diastolic blood pressure lower than 60 or over 90 mmHg  or heart rate less than 60 or over 100 bpm) at screening.
Diagnostic or Lab Results,ECOG (Eastern Cooperative Oncology Group) status: 0-1-2
Diagnostic or Lab Results,ECOG 0-2
Diagnostic or Lab Results,ECOG performance status < 2 (Appendix 1).
Diagnostic or Lab Results,ECOG Performance Status >=1.
Diagnostic or Lab Results,ECOG Performance Status 0-1
Diagnostic or Lab Results,ECOG performance status 0-2
Diagnostic or Lab Results,ECOG performance status 0-2
Diagnostic or Lab Results,ECOG performance status 0-2 .
Diagnostic or Lab Results,ECOG score < 0 to 2
Diagnostic or Lab Results,ECOG score to be equal to or above 2
Diagnostic or Lab Results,Ejection fraction < 40%
Diagnostic or Lab Results,Ejection fraction >= 30%
Diagnostic or Lab Results,Ejection fraction >=  50%
Diagnostic or Lab Results,ET-743 at any time (Stage 1 only).
Diagnostic or Lab Results,either HIV-seropositive  CD4+ T-cell count of >=350/mm3
Diagnostic or Lab Results,Evidence of impaired renal function (eGFR <60 ml/min)
Diagnostic or Lab Results,EXCLUSION CRITERIA include: Impaired renal function  demonstrated by creatinine clearance < 30 ml/min
Diagnostic or Lab Results,Exclusion Criteria: Conditions associated with elevated TGF-Beta  
Diagnostic or Lab Results,Exclusion Criteria: Have systolic blood pressure consistently <90mm Hg
Diagnostic or Lab Results,Exclusion Criteria: Patients < 5 ans or > 65 ans
Diagnostic or Lab Results,Exclusion Criteria: Planned aortic valve replacement or repair
Diagnostic or Lab Results,Exclusion Criteria: Severe Hypertension defined by PAS > 180mmHg and/or PAD > 110 mmHg.
Diagnostic or Lab Results,Exclusion Criteria: Subjects who do not have a FEV1/forced vital capacity (FVC) ratio of >=70% at Visit 1.
Diagnostic or Lab Results,External carotid artery diameter where the Mo.Ma device will be positioned is 3-6 mm.
Diagnostic or Lab Results,Fagerstrom Test for Nicotine Dependence (FTND) score greater than 5
Diagnostic or Lab Results,falciparum of between 250 and 100 000 asexual parasites/mm3 as determined by microscopic exam of the thick or thin smear
Diagnostic or Lab Results,fasting blood sugar greater than 110 mg/dl
Diagnostic or Lab Results,Fasting triglyceride levels of >= 400 mg/dL (4.5 mmol/L)
Diagnostic or Lab Results,FEV_1 and DLCO >=  30% OR normal chest x-ray  pulse oximetry  and venous blood gas
Diagnostic or Lab Results,Forced vital capacity 50+%
Diagnostic or Lab Results,Functionality score ('Get-up-and-Go' test) must be > 10.0 sec but < 20.0 sec
Diagnostic or Lab Results,Granulocytes >= 1 500/ul  Platelets >= 100 000/ul  Creatinine >=ULN  Bilirubin >=1.5 mg/dl  AST >=2.5 x ULN
Diagnostic or Lab Results,has a history of renal failure and a serum creatinine value greater than 3.0 mg/dl
Diagnostic or Lab Results,has uncontrolled diabetes  defined as a documented plasma blood glucose value > 400 mg/dl (22.2 mmol/L) within three (3) days before surgery
Diagnostic or Lab Results,Have 2 measurements of viral load (amount of HIV in the blood) during the 6 months before entering the study that are below 400 copies/ml by RT-PCR test or below 500 copies/ml by branched DNA test  measured at least 8 weeks apart.
Diagnostic or Lab Results,Have a CD4 cell count of 200 copies/ml or higher within 60 days of study entry.
Diagnostic or Lab Results,Have a CD4+ count of 50 cells/mm3 or more.
Diagnostic or Lab Results,Have a Left Ventricular Ejection Fraction less than 40% (measured within 24 weeks before randomization)
Diagnostic or Lab Results,have a systolic/diastolic blood pressure <= 140/90 mm Hg
Diagnostic or Lab Results,Have a viral load below 50 copies/ml within 30 days prior to entry.
Diagnostic or Lab Results,Have an HIV count of 5 000 copies/ml or more within 30 days prior to study entry.
Diagnostic or Lab Results,Hb>10g/dl.
Diagnostic or Lab Results,HbA1c > 10%
Diagnostic or Lab Results,HbA1c > 7.5%
Diagnostic or Lab Results,heart rate < 55 beats per minute
Diagnostic or Lab Results,Hematocrit > 29%  ANC > 1 500  platelets > 125 000
Diagnostic or Lab Results,Hemoglobin <10 g/dL.
Diagnostic or Lab Results,Hemoglobin <8.5 g/dL (hemoglobin may be supported by transfusion  erythropoietin  or other approved hematopoietic growth factors
Diagnostic or Lab Results,Hemoglobin > 10 g/dL
Diagnostic or Lab Results,Hemoglobin >= 9.5 g/dL
Diagnostic or Lab Results,Hemoglobin  >= 9 g/dL
Diagnostic or Lab Results,Hemoglobin  >= 9 g/dL.
Diagnostic or Lab Results,Hemoglobin greater than or equal to 9 g/dL
Diagnostic or Lab Results,Hemoglobin should be >8 g/dL.
Diagnostic or Lab Results,HER2-positive  defined 3+ by IHC or HER2 gene amplification by FISH
Diagnostic or Lab Results,Hgb >=  10 g/dl  BUN < 25 mg and creatinine < 1.5 mg
Diagnostic or Lab Results,high density lipoprotein (HDL) cholesterol levels lower than 40 milligrams per deciliter (mg/dl) in men or 50 mg/dl in women 
Diagnostic or Lab Results,HIV RNA <100 000 copies/mL
Diagnostic or Lab Results,hospitalisation for less than 3 nights
Diagnostic or Lab Results,hospitalised in internal medicine
Diagnostic or Lab Results,Hypercalcemia (serum) > 2.75 mmol/l in three independent measurements during 10 days
Diagnostic or Lab Results,If abnormal laboratory results such as : Hb<8 g/dl
Diagnostic or Lab Results,If presence of the following mutations : in the protease : one among 32 47 48 50 82 84 90
Diagnostic or Lab Results,Impaired hepatic function (AST/SGOT or ALT/SGPT > 2 times the upper limit of the reference range)
Diagnostic or Lab Results,Impaired hepatic function (liver enzymes greater than the upper limit of normal or bilirubin outside the normal range).
Diagnostic or Lab Results,Impaired renal function (creatinine > 2 mg/dl) at the time of cell therapy
Diagnostic or Lab Results,Impaired renal function (creatinine > 3.0 mg/dl or 265 ??mol/l)
Diagnostic or Lab Results,in the reverse transcriptase : 215 or 184.
Diagnostic or Lab Results,Inclusion Criteria: BW below 1 500 gm
Diagnostic or Lab Results,Inclusion Criteria: HBV DNA positive with DNA levels at screening greater than or equal to 3 000 000 copies/mL.
Diagnostic or Lab Results,Inclusion Criteria: Patient with left ventricular systolic dysfunction  left ventricular ejection fraction >=35%  as documented at the moment of ICD implant
Diagnostic or Lab Results,Inclusion Criteria: Patient with mild or moderate hypertension defined with arterial diastolic pressure (PAD) at sit position between 90 mmHg and 110 mmHg and arterial systolic pressure (PAS) at sit position between 140 mmHg and 180 mmHg.
Diagnostic or Lab Results,Inclusion Criteria: Two mandibular third molars containing at least one mesially angular impaction with crown exposed to oral cavity
Diagnostic or Lab Results,Inclusion Criteria: visual acuity worse than 20/40  caused by central subepithelial fibrosis
Diagnostic or Lab Results,Individuals diagnosed with osteoporosis  .  bone density of hip greater than 2.5 standard deviations below the mean) will not be enrolled in the study
Diagnostic or Lab Results,International normalized ratio (INR) >1.5
Diagnostic or Lab Results,irradiation to 25% of bone marrow-containing areas  or
Diagnostic or Lab Results,Karnofsky/Lansky performance status 60-100%
Diagnostic or Lab Results,Kidney function: stadium 1-4.
Diagnostic or Lab Results,Laboratory evidence of hematologic disease (absolute leukocyte count <4000/mm3 or >14 500/mm3  absolute lymphocyte count <1500/mm3  platelet count <120 000/mm3  or hemoglobin <10.0 g/dL).
Diagnostic or Lab Results,Laboratory evidence of hematologic disease (absolute leukocyte count 3.5-11/ul  absolute lymphocyte count 560-5280/ul  platelet count 120 000-400 000/ul  or hemoglobin 10.0-16.5g/dL).
Diagnostic or Lab Results,Laboratory evidence of liver disease (alanine aminotransferase [ALT] greater than 1.25 times the upper limit of normal of the testing laboratory).
Diagnostic or Lab Results,Laboratory evidence of liver disease (alanine aminotransferase [ALT] greater than 1.25 times the upper limit of normal of the testing laboratory).
Diagnostic or Lab Results,Laboratory values within the following limits: Hemoglobin > 10.0 g/dL Neutrophil count > 1.5 x l09/L Lymphocyte count > Lower limit of institutional normal Platelet count > 80 x l09/L Serum creatinine < 2.0 mg/dL Serum bilirubin < 2 x upper limit of insti
Diagnostic or Lab Results,Large (>=  3 cm) breast cancer
Diagnostic or Lab Results,LDL-C >200 mg/dL (5.2 mmol/L)
Diagnostic or Lab Results,LDL-C concentration greater than or equal to 2.5 mmol/L to less than or equal to 160 mg/dL (less than or equal to 4.1 mmol/L) based on blood specimens taken at Visit 1  using the Friedewald calculation as described in the Protocol Section 8.8
Diagnostic or Lab Results,Left ventricular ejection fraction (LVEF) <55%
Diagnostic or Lab Results,Left ventricular ejection fraction <50%
Diagnostic or Lab Results,Left ventricular systolic dysfunction as evidenced by left ventricular ejection fraction < 40%  measured using contrast or radionuclide ventriculography or by echocardiography  within 180 days of the study start
Diagnostic or Lab Results,lesion must be covered by stent length of no more than 24 mm and stent diameter of no more than 3 5 mm
Diagnostic or Lab Results,liver transaminases (ALT  AST) < 50 % above the upper limit of normal  with no active liver disease  and CK < 50 % above the upper limit of normal at Baseline Visit.
Diagnostic or Lab Results,Liver transaminases (ALT  AST) less than 50% above the upper limit of normal  with no active liver disease  and CPK less than 50% above the upper limit of normal as tested in blood specimens taken at Visit 1
Diagnostic or Lab Results,Lumbar spine or total hip BMD T-score 1ess than or equal to -2.0 and >/= 1 prevalent osteoporotic fracture  or lumbar spine or total hip BMD T-score less than or equal to -2.5 with or without and >/= 1 prevalent osteoporotic fracture
Diagnostic or Lab Results,Malabsorption syndrome (3 or more loose stools a day for at least 4 weeks associated with an unintentional weight loss of at least 10 percent of body weight).
Diagnostic or Lab Results,Massive stroke (> 2/3 MCA territory) or any amount of midline shift due to cerebral edema on head CT.
Diagnostic or Lab Results,Maximal cardiac troponin elevation >=  4 (measured at 37>=  C)
Diagnostic or Lab Results,Medical disorder that would influence outcome of the study - e.g
Diagnostic or Lab Results,More than 12 weeks (was 24 weeks  AMENDED 3/31/96) of total prior AZT ( > 500 mg/day without serious adverse event)
Diagnostic or Lab Results,Morning FEV1 of 40-80% normal.
Diagnostic or Lab Results,Must have anatomic stenosis greater than 70% by ultrasound or angiography performed in previous 30 days
Diagnostic or Lab Results,Must have at least 1 of the following pancreatic manifestations of VHL documented by a non-invasive imaging study: Pancreatic cyst(s)
Diagnostic or Lab Results,Nephropathy (proteinuria >500 mg/day)
Diagnostic or Lab Results,NIHSS must be > 4 points.
Diagnostic or Lab Results,No more than 3 sites of skeletal disease as determined by an >= I-MIBG scan (for regional involvement of the skeleton [e.g.  pelvis  spine]  the tumor involvement should be < 25% of the site)
Diagnostic or Lab Results,Normal ALT (as defined by the range of the clinical site laboratories) and Creatinine (<= 1.6 mg/dL)
Diagnostic or Lab Results,Normal amplitude of accommodation
Diagnostic or Lab Results,Normal best-corrected visual acuity at 20/40 or better
Diagnostic or Lab Results,or if serum creatinine > upper limit of normal  a calculated creatinine clearance < 60 mL/min/1.73 m2).
Diagnostic or Lab Results,Patient has a Karnofsky Performance Status greater than or equal to 60%
Diagnostic or Lab Results,Patient has an estimated creatinine clearance of < 60 ml/min calculated using the Cockroft Gault method
Diagnostic or Lab Results,Patient in ability to undergone hepatic or pulmonary resection in case of recurrence during the follow-up (ECOG >= 2)
Diagnostic or Lab Results,Patient with elevated Prostate Specific Antigen (PSA)
Diagnostic or Lab Results,Patient with serum creatinine > 2 mg/dl or creatinine clearance < 60 ml/min
Diagnostic or Lab Results,Patients ever having had a value of CD4+ T cell number < 250 will be excluded]
Diagnostic or Lab Results,Patients must have an ECOG performance status of <2 (ECOG criteria published in [46])
Diagnostic or Lab Results,Patients must have an ECOG performance status of less than or equal to 1.
Diagnostic or Lab Results,Patients must have ECOG performance status 0-2.
Diagnostic or Lab Results,Patients must have had a colonoscopy within the past 5 years
Diagnostic or Lab Results,Patients must have normal organ and marrow function (as defined below) measured within one week prior to registration: Absolute neutrophil count >1 500/mm3.
Diagnostic or Lab Results,Patients should have adequate organ function related to the following: White count > 3000/ul  Platelet count > 70 000/ul  Hemoglobin > 8 g/l  Bilirubin WNL  AST and ALT < 2.5 x ULN  and Creatinine < 1.5 x ULN or 24 hour creatinine clearance > 60 ml/min
Diagnostic or Lab Results,Patients with clinically significant ECG abnormality  including prolonged QTc (defined as QTc >=450 msec using Fridericia's correction).
Diagnostic or Lab Results,Patients with X-ray findings of acute fractures  severe loss of bone density  avascular necrosis and/or severe bone or joint deformity.
Diagnostic or Lab Results,Performance Status
Diagnostic or Lab Results,Performance status 0-2
Diagnostic or Lab Results,Performance status contraindicating a hepatic or pulmonary surgery in case of recurrence.
Diagnostic or Lab Results,Performance status Not specified
Diagnostic or Lab Results,Performance status of 0-1
Diagnostic or Lab Results,Plasma HIV-1 viremia levels <= 50 000 copies/mL
Diagnostic or Lab Results,Platelet count < 100 000/ul
Diagnostic or Lab Results,Platelet count <75 000/ul
Diagnostic or Lab Results,Platelet count >
Diagnostic or Lab Results,Platelet count  >= 100 000 platelet/mm(3) (100 >= 10(9)/L)
Diagnostic or Lab Results,Platelet count  >= 100 000/mm??
Diagnostic or Lab Results,Platelet count  >= 100 000/ul
Diagnostic or Lab Results,Platelet count<50 000/ml
Diagnostic or Lab Results,Platelets >= 100 000/mm3
Diagnostic or Lab Results,Platelets greater than or equal to 100 000/mm(3)
Diagnostic or Lab Results,Platelets greater than or equal to 100 000/mm3.
Diagnostic or Lab Results,Poorly controlled hypertension  .  blood pressure: systolic >180 mm Hg or diastolic >100 mm Hg).
Diagnostic or Lab Results,Positive infectious disease markers from mother's blood or cord at time of -collection (See below for details).
Diagnostic or Lab Results,Presence of hypoalbuminaemia < 35 g/L
Diagnostic or Lab Results,Presence of serious acute infection requiring parenteral treatment at time of study entry.
Diagnostic or Lab Results,Presence of serious acute infection requiring parenteral treatment at time of study entry.
Diagnostic or Lab Results,Presenting for CABG with or without mitral valve repair or replacement procedure
Diagnostic or Lab Results,Previous enrollment in LABS-1
Diagnostic or Lab Results,Previously performed stem / mononuclear cell therapy
Diagnostic or Lab Results,PSA value equal to or above 2 ng/ml
Diagnostic or Lab Results,PT-INR/PTT < 1.5 x upper limit of normal.
Diagnostic or Lab Results,Radiation therapy to greater than or equal to 50% of the bone marrow
Diagnostic or Lab Results,range of reference diameter 2.5 to 4.0mm
Diagnostic or Lab Results,Recent donation of plasma (500 mL) within 7 days or recent donation or significant loss of whole blood (450 mL) within 56 days prior to the administration of the study medication
Diagnostic or Lab Results,Recent donation of plasma (500 mL) within 7 days or recent donation or significant loss of whole blood (450 mL) within 56 days prior to the administration of the study medication
Diagnostic or Lab Results,Reference vessel diameter >=  2.5 and >= 3.75 mm by visual estimate
Diagnostic or Lab Results,remnant liver volume < 50%
Diagnostic or Lab Results,remnant liver volume >= 70%
Diagnostic or Lab Results,Renal anemia with hemoglobin (blood) < 10 mg/dl
Diagnostic or Lab Results,Renal failure (serum creatinine stably > 1.7 mg/dl
Diagnostic or Lab Results,Reported a stable weight history for at least 4 weeks prior to randomization at Visit 3 (baseline visit)
Diagnostic or Lab Results,Required Initial Laboratory Data: *ANC >=  1 500/mm3  *Platelet count >=  100 000/mm3  *SGPT < 1.5 times ULN  *Alkaline phosphatase < 2.0 times ULN  *Bilirubin < 1.5 mg/dl  *Serum creatinine < 1.5 times ULN
Diagnostic or Lab Results,Screening clinical laboratory values: Absolute neutrophil count <1500/ul
Diagnostic or Lab Results,Serum albumin <2.5 g/dL.
Diagnostic or Lab Results,Serum bilirubin < 1.5 times ULN
Diagnostic or Lab Results,Serum creatinine < 1.5 mg/dl  BUN < 25 mg/dl  serum SGOT and bilirubin < 1.5 times upper limit of normal
Diagnostic or Lab Results,Serum creatinine < 1.5 times ULN  or 24-hour creatinine clearance > 75 cc/min
Diagnostic or Lab Results,serum creatinine > 175 ??mol/L
Diagnostic or Lab Results,Serum creatinine >2.0 mg/dL
Diagnostic or Lab Results,Serum creatinine greater then 2 mg/dl.
Diagnostic or Lab Results,Serum Glutamate Pyruvate Transaminase (SGPT) >= 2.5 ULN  Serum Glutamate Oxaloacetate Transaminase (SGOT) >= 2.5 ULN 
Diagnostic or Lab Results,serum glutamyloxaloacetic transaminase (SGOT) < 2.5 ULN
Diagnostic or Lab Results,Serum potassium > 3.5 mEq/L.
Diagnostic or Lab Results,Serum potassium > 5.2 meq/L
Diagnostic or Lab Results,Seven of 10 patients in each treatment arm must have p24 antigen levels = or > 70 pg/ml (> 50 pg/ml at U
Diagnostic or Lab Results,Severe disorders of lipoprotein metabolism (Low-density lipoprotein cholesterol (LDL)> 5.0 mmol/L)
Diagnostic or Lab Results,Severe renal insufficiency /se creatinine greater than or equal to 150 umol/l/
Diagnostic or Lab Results,SGOT and SGPT >= 2.5 times upper limit of normal
Diagnostic or Lab Results,SGOT and/or SGPT > 1.5 upper limit normal  associated with Alk.phosph > 2.5 ULN
Diagnostic or Lab Results,SGOT less than 2.0 x ULN
Diagnostic or Lab Results,Shortening fraction >=  25% by ECHO OR ejection fraction > 30% by MUGA
Diagnostic or Lab Results,Show evidence of mild cognitive impairment (MCI) by meeting all of the following criteria: Global CDR score = 0.5  NYU Delayed Paragraph Recall less than 9  17-item HAM-D score less than 13  and HAM-D Item 1 (depressed mood) score =1.
Diagnostic or Lab Results,Show evidence of significant active hematological disease such as a white blood cell (WBC) count <= 2500/ul (2.50 1E+09/L)  an absolute neutrophil count <= 1000/ul (1.00 1E+09/L)  or a platelet count <100 000/mm^3.
Diagnostic or Lab Results,Significant hepatic insufficiency as defined by total bilirubin greater than 1.5 mg/dL or transaminase (ALT  AST) elevations greater than 2 times the upper limit of the laboratory reference range.
Diagnostic or Lab Results,Significant regional wall motion abnormality on echocardiography at the time of acute PCI (ejection fraction >= 50% on visual estimation).
Diagnostic or Lab Results,Significant renal impairment  .  creatinine clearance < 45 mL/min by the Cockcroft-Gault formula)  or changing renal function during the 7 days before study start  or intrinsic renal disease
Diagnostic or Lab Results,Stable elevations of liver enzymes  alanine aminotransferase (ALT)  and aspartate aminotransferase (AST) due to concomitant medications will be allowed if they are less than 2 times the ULN.
Diagnostic or Lab Results,Stimulated C-peptide > 0.2pmol/L on MMTT
Diagnostic or Lab Results,study participants had to have a normal Pap smear within the previous 12 months
Diagnostic or Lab Results,Subject had abnormal pre-intervention blood counts with platelets < 50 000/cubic mm or > 700 000/cubic mm or white blood cell count < 3 000/cubic mm.
Diagnostic or Lab Results,Subject has a Karnofsky Score &#8805
Diagnostic or Lab Results,Subject has any of the following abnormal laboratory test results at screening: Hemoglobin &lt
Diagnostic or Lab Results,Subject has severe chronic renal failure (creatinine > 2.5 mg/dl).
Diagnostic or Lab Results,Subject is &#8805
Diagnostic or Lab Results,Subject is expected to undergo MRI examination within 7 days after ingestion of the capsule.
Diagnostic or Lab Results,Subject must have an undetectable viral load (VL) &lt
Diagnostic or Lab Results,Subjects must have a baseline FEV1 of >=65% of predicted normal value at Visit 1.
